query_keyid,query_start,neighbor_rank,neighbor_keyid,neighbor_start,sim_score
1185,100,2,3058,0,0.9981217980384827
1185,200,1,1573,1000,0.9979626536369324
1185,200,2,3680,2300,0.9974234700202942
1185,300,1,1189,0,0.9998888373374939
1185,300,2,1855,1500,0.9997151494026184
1185,400,1,1189,100,0.9998340606689453
1185,400,2,7103,0,0.9997531175613403
1185,500,1,3016,900,0.9996960759162903
1185,500,2,3055,1400,0.9996594786643982
1185,600,1,1244,300,0.9996175169944763
1185,600,2,2720,0,0.9995716214179993
1185,700,1,1471,1200,0.9997545480728149
1185,700,2,1203,500,0.9995488524436951
1185,800,1,1185,700,0.9994966387748718
1185,800,2,2321,100,0.9993547201156616
1185,900,1,1191,0,0.9998996257781982
1185,900,2,1434,600,0.9991366863250732
1185,1000,1,1557,1300,0.9985498785972595
1185,1000,2,1921,600,0.9982932209968567
1185,1100,1,1557,1200,0.9989208579063416
1185,1100,2,2139,2100,0.9987344145774841
1185,1200,1,1443,0,0.9982233643531799
1185,1200,2,1192,100,0.9980300068855286
1185,1300,1,2961,1500,0.9948104619979858
1185,1300,2,2960,1500,0.9948104619979858
1189,0,1,1185,300,0.9998888373374939
1189,0,2,1236,1100,0.9997451305389404
1189,100,1,1185,400,0.9998340606689453
1189,100,2,2934,500,0.9996398091316223
1191,0,1,1185,900,0.9998996257781982
1191,0,2,1434,600,0.9990523457527161
1192,0,1,1564,1500,0.99828040599823
1192,0,2,1185,1100,0.998274028301239
1192,100,1,1495,900,0.998116672039032
1192,100,2,1302,900,0.998078465461731
1193,0,1,3683,300,0.997616708278656
1193,0,2,3250,1100,0.9973015785217285
1193,100,1,3674,700,0.9982651472091675
1193,100,2,3673,700,0.9982650876045227
1193,200,1,1366,1000,0.9995418190956116
1193,200,2,3678,600,0.9993848204612732
1193,300,1,1321,1300,0.9994562864303589
1193,300,2,1716,1100,0.9994022250175476
1193,400,1,6035,0,0.999710738658905
1193,400,2,1273,400,0.9996920228004456
1193,500,1,3085,1000,0.9993119239807129
1193,500,2,2929,1400,0.9992086887359619
1193,600,1,1564,0,0.9995935559272766
1193,600,2,1631,1300,0.9995886087417603
1193,700,1,3137,0,0.9996652007102966
1193,700,2,1495,0,0.9996004104614258
1193,800,1,3085,1600,0.9995314478874207
1193,800,2,6818,800,0.9995300769805908
1193,900,1,5883,1400,0.999138355255127
1193,900,2,5883,900,0.9988890290260315
1193,1000,1,2091,500,0.9987131357192993
1193,1000,2,2861,1300,0.9986582398414612
1193,1100,1,1374,0,0.9974985718727112
1193,1100,2,7429,0,0.9968470335006714
1193,1200,1,2920,1200,0.9980549812316895
1193,1200,2,2918,1300,0.9977656006813049
1193,1300,1,1546,1400,0.9982632994651794
1193,1300,2,1434,1000,0.9973595142364502
1197,0,1,2865,800,0.9994732737541199
1197,0,2,1185,700,0.999426007270813
1202,0,1,7486,0,0.9984025359153748
1202,0,2,3681,100,0.9972279667854309
1203,0,1,1347,0,0.9994780421257019
1203,0,2,1312,0,0.9990933537483215
1203,100,1,1205,0,0.9983019828796387
1203,100,2,1555,0,0.9970545768737793
1203,200,1,1347,900,0.998439610004425
1203,200,2,1203,1100,0.9982281923294067
1203,300,1,1535,1200,0.9990350008010864
1203,300,2,2918,700,0.9989345669746399
1203,400,1,2613,100,0.9995861053466797
1203,400,2,1839,0,0.9995072484016418
1203,500,1,2865,800,0.9996238946914673
1203,500,2,1185,700,0.9995488524436951
1203,600,1,1388,1300,0.9980120062828064
1203,600,2,3855,900,0.9974299669265747
1203,700,1,1208,0,0.9966737627983093
1203,700,2,1171,1500,0.9944908618927002
1203,800,1,1208,0,0.9964925050735474
1203,800,2,1171,1400,0.9956653118133545
1203,900,1,1507,0,0.997674286365509
1203,900,2,7432,0,0.9974792003631592
1203,1000,1,1314,0,0.9950361847877502
1203,1000,2,1388,1300,0.9948775768280029
1203,1100,1,1210,0,0.9998283982276917
1203,1100,2,1366,1000,0.9989668130874634
1203,1200,1,1210,100,0.9995769262313843
1203,1200,2,3823,700,0.9985390305519104
1203,1300,1,1210,200,0.9996502995491028
1203,1300,2,1421,300,0.9975829720497131
1205,0,1,1203,100,0.9983019828796387
1205,0,2,1314,0,0.99770587682724
1207,0,1,1276,100,0.9991018176078796
1207,0,2,2613,2000,0.9987556338310242
1208,0,1,1203,700,0.9966737627983093
1208,0,2,1203,800,0.9964925050735474
1210,0,1,1203,1100,0.9998283982276917
1210,0,2,1366,1000,0.9990099668502808
1210,100,1,1203,1200,0.9995769262313843
1210,100,2,1619,800,0.9981027841567993
1210,200,1,1203,1300,0.9996502995491028
1210,200,2,1421,300,0.9978835582733154
1211,0,1,1312,0,0.9988439083099365
1211,0,2,1273,0,0.9987958669662476
1211,100,1,1246,0,0.9985057711601257
1211,100,2,1436,0,0.9980136156082153
1211,200,1,2020,400,0.999325156211853
1211,200,2,2599,300,0.9990016222000122
1211,300,1,1596,1600,0.9992476105690002
1211,300,2,5825,700,0.9991670250892639
1211,400,1,1434,400,0.9990672469139099
1211,400,2,2865,900,0.9988377094268799
1211,500,1,1236,800,0.9987324476242065
1211,500,2,6251,1100,0.998407781124115
1211,600,1,3259,1300,0.997804582118988
1211,600,2,3258,1300,0.9978045225143433
1211,700,1,3682,1500,0.9976820945739746
1211,700,2,3681,1500,0.9976820945739746
1211,800,1,1716,700,0.9961939454078674
1211,800,2,6671,900,0.9957069754600525
1211,900,1,1535,800,0.9982285499572754
1211,900,2,2861,400,0.9974857568740845
1211,1000,1,1410,900,0.999532163143158
1211,1000,2,1680,400,0.9993242025375366
1211,1100,1,1942,300,0.999778151512146
1211,1100,2,5740,500,0.9994944930076599
1211,1200,1,1546,700,0.9998013377189636
1211,1200,2,6025,1200,0.9995754957199097
1236,0,1,1238,0,0.999897301197052
1236,0,2,3946,0,0.9997925162315369
1236,100,1,1281,0,0.9993975758552551
1236,100,2,7092,0,0.9993487000465393
1236,200,1,1281,100,0.9990615844726562
1236,200,2,3677,100,0.9985628724098206
1236,300,1,1471,100,0.9984473586082458
1236,300,2,3061,0,0.9981772899627686
1236,400,1,3056,400,0.9934774041175842
1236,400,2,3055,400,0.9934773445129395
1236,500,1,1564,1400,0.9982028603553772
1236,500,2,1631,2000,0.9981131553649902
1236,600,1,3059,700,0.9995788931846619
1236,600,2,3060,700,0.9995787739753723
1236,700,1,3060,800,0.9992233514785767
1236,700,2,3059,800,0.9992232918739319
1236,800,1,1211,500,0.9987324476242065
1236,800,2,6251,1100,0.998575747013092
1236,900,1,3594,500,0.9826160669326782
1236,900,2,3593,500,0.9826159477233887
1236,1000,1,3255,1200,0.980388879776001
1236,1000,2,6495,300,0.9782376289367676
1236,1100,1,1189,0,0.9997451305389404
1236,1100,2,2974,500,0.9997417330741882
1236,1200,1,1243,0,0.9998378753662109
1236,1200,2,1785,0,0.9995710253715515
1238,0,1,1236,0,0.999897301197052
1238,0,2,2974,900,0.9998739957809448
1240,0,1,1263,100,0.9950261116027832
1240,0,2,1236,400,0.991574227809906
1241,0,1,3133,1300,0.9992768168449402
1241,0,2,3135,1200,0.9992545247077942
1241,100,1,1388,300,0.9986698031425476
1241,100,2,3017,200,0.9982057809829712
1241,200,1,1377,700,0.9740986824035645
1241,200,2,2922,100,0.9735679626464844
1243,0,1,2975,400,0.9998443126678467
1243,0,2,2974,400,0.9998442530632019
1244,0,1,3683,400,0.9983474612236023
1244,0,2,3135,1500,0.9974544644355774
1244,100,1,1434,100,0.9995211958885193
1244,100,2,2932,1600,0.9986739754676819
1244,200,1,1366,200,0.9996663928031921
1244,200,2,1321,800,0.9996654391288757
1244,300,1,1185,600,0.9996175169944763
1244,300,2,1366,500,0.9996089935302734
1244,400,1,3675,0,0.9977080225944519
1244,400,2,3676,0,0.9977079629898071
1244,500,1,1276,200,0.9862617254257202
1244,500,2,6506,200,0.9858645796775818
1244,600,1,1249,0,0.9968271851539612
1244,600,2,1302,100,0.992047131061554
1244,700,1,1433,0,0.9958441853523254
1244,700,2,1421,1300,0.9958437085151672
1244,800,1,1495,700,0.9992505311965942
1244,800,2,3682,900,0.999191164970398
1244,900,1,2576,900,0.9995891451835632
1244,900,2,1262,0,0.9995713829994202
1244,1000,1,1251,0,0.9997369647026062
1244,1000,2,3137,1300,0.999595046043396
1244,1100,1,1273,300,0.9994920492172241
1244,1100,2,6159,700,0.9994493126869202
1244,1200,1,1573,1700,0.9987872242927551
1244,1200,2,1855,1300,0.9982152581214905
1246,0,1,1366,100,0.9990494251251221
1246,0,2,1211,100,0.9985057711601257
1249,0,1,1244,600,0.9968271851539612
1249,0,2,1312,1000,0.9918113946914673
1250,0,1,1366,900,0.9980922341346741
1250,0,2,1374,0,0.9978342056274414
1251,0,1,1244,1000,0.9997369647026062
1251,0,2,3249,400,0.9996344447135925
1252,0,1,1406,0,0.9973210096359253
1252,0,2,3061,100,0.9973124861717224
1253,0,1,7743,0,0.9997813701629639
1253,0,2,1157,0,0.999779462814331
1253,100,1,1255,0,0.9998757839202881
1253,100,2,6775,100,0.9997088313102722
1253,200,1,1388,1000,0.9983636140823364
1253,200,2,1207,0,0.9982360005378723
1253,300,1,1471,100,0.9977360963821411
1253,300,2,3771,0,0.9975908994674683
1253,400,1,1421,1300,0.9948008060455322
1253,400,2,1433,0,0.9947696328163147
1253,500,1,3054,0,0.9985631704330444
1253,500,2,3599,800,0.9985381960868835
1253,600,1,1843,800,0.9992571473121643
1253,600,2,471,100,0.9992132186889648
1253,700,1,1321,800,0.9993621110916138
1253,700,2,1366,200,0.9993253946304321
1253,800,1,6813,200,0.9993709325790405
1253,800,2,1457,200,0.9993504881858826
1253,900,1,1940,0,0.9986915588378906
1253,900,2,1263,900,0.9986136555671692
1253,1000,1,1261,0,0.9932852387428284
1253,1000,2,3599,100,0.9925827383995056
1253,1100,1,1800,1700,0.9899454712867737
1253,1100,2,1984,2800,0.9884775280952454
1253,1200,1,1263,800,0.9987087845802307
1253,1200,2,3678,900,0.9985629320144653
1255,0,1,1253,100,0.9998757839202881
1255,0,2,1800,400,0.9995900392532349
1261,0,1,1253,1000,0.9932852387428284
1261,0,2,3059,100,0.9931923151016235
1262,0,1,3860,500,0.9997602701187134
1262,0,2,3859,500,0.9997602701187134
1263,0,1,1203,0,0.9988568425178528
1263,0,2,1347,0,0.9983368515968323
1263,100,1,1240,0,0.9950261116027832
1263,100,2,2863,400,0.993500828742981
1263,200,1,2119,600,0.9980528354644775
1263,200,2,1829,0,0.9980464577674866
1263,300,1,2857,1000,0.9983519315719604
1263,300,2,3855,1200,0.9983404278755188
1263,400,1,1457,1100,0.9975731372833252
1263,400,2,3592,100,0.9962023496627808
1263,500,1,3771,400,0.9961413741111755
1263,500,2,2234,100,0.9960848093032837
1263,600,1,2863,300,0.9956942200660706
1263,600,2,1347,1300,0.9945393800735474
1263,700,1,1399,100,0.9980512857437134
1263,700,2,1800,1500,0.9975855350494385
1263,800,1,3085,300,0.9991039037704468
1263,800,2,1843,800,0.9990310072898865
1263,900,1,1347,1100,0.9990915060043335
1263,900,2,5883,1400,0.9990211725234985
1263,1000,1,2111,100,0.9984027743339539
1263,1000,2,250,0,0.9982513785362244
1263,1100,1,1271,0,0.9996669888496399
1263,1100,2,1867,700,0.9971336126327515
1263,1200,1,1312,1100,0.9980872273445129
1263,1200,2,3591,200,0.997962236404419
1265,0,1,3056,400,0.996597170829773
1265,0,2,3055,400,0.9965970516204834
1271,0,1,1263,1100,0.9996669888496399
1271,0,2,1867,700,0.9978440403938293
1273,0,1,1399,0,0.9989195466041565
1273,0,2,1211,0,0.9987958669662476
1273,100,1,1275,0,0.9995266795158386
1273,100,2,1390,0,0.9987632632255554
1273,200,1,3824,1600,0.9994500875473022
1273,200,2,1619,1400,0.9993358254432678
1273,300,1,1244,1100,0.9994920492172241
1273,300,2,2613,2100,0.9994457960128784
1273,400,1,1276,0,0.99992835521698
1273,400,2,1193,400,0.9996920228004456
1273,500,1,1377,100,0.9989814758300781
1273,500,2,1399,400,0.9977742433547974
1273,600,1,1276,200,0.9930570125579834
1273,600,2,1399,500,0.9841403961181641
1273,700,1,1302,0,0.9921661019325256
1273,700,2,1312,900,0.9897220730781555
1273,800,1,1277,0,0.9981645345687866
1273,800,2,1171,0,0.997061550617218
1273,900,1,3017,1000,0.9941012263298035
1273,900,2,1867,600,0.9922181367874146
1273,1000,1,1880,1600,0.9963473081588745
1273,1000,2,1758,1700,0.9957014322280884
1273,1100,1,6478,700,0.9993168115615845
1273,1100,2,6478,900,0.9991846084594727
1273,1200,1,1279,0,0.9997295141220093
1273,1200,2,1867,1200,0.9992208480834961
1273,1300,1,1421,300,0.9984232783317566
1273,1300,2,3677,1100,0.9982049465179443
1275,0,1,1273,100,0.9995266795158386
1275,0,2,1390,0,0.998354434967041
1276,0,1,1273,400,0.99992835521698
1276,0,2,5416,0,0.9996757507324219
1276,100,1,3858,300,0.9993100166320801
1276,100,2,3857,300,0.9993099570274353
1276,200,1,1273,600,0.9930570125579834
1276,200,2,1399,500,0.9881574511528015
1277,0,1,1273,800,0.9981645345687866
1277,0,2,3017,1100,0.9967108368873596
1279,0,1,1273,1200,0.9997295141220093
1279,0,2,1564,900,0.9992964863777161
1281,0,1,1495,0,0.9997134804725647
1281,0,2,6729,0,0.9995641112327576
1281,100,1,1236,200,0.9990615844726562
1281,100,2,3061,600,0.9990568161010742
1281,200,1,3060,100,0.9932320713996887
1281,200,2,3059,100,0.9932320713996887
1281,300,1,2963,1900,0.9834425449371338
1281,300,2,3253,600,0.972671389579773
1281,400,1,2963,0,0.9878039360046387
1281,400,2,2963,1600,0.9761320948600769
1281,500,1,1495,800,0.9992973804473877
1281,500,2,1495,900,0.9992860555648804
1281,600,1,2033,1100,0.9983176589012146
1281,600,2,1495,1300,0.9976854920387268
1281,700,1,3855,1100,0.9879415035247803
1281,700,2,3856,1100,0.9879413843154907
1281,800,1,2929,1600,0.9858815670013428
1281,800,2,2963,2300,0.9851092100143433
1281,900,1,1185,1200,0.9977529048919678
1281,900,2,1377,900,0.997343897819519
1281,1000,1,2020,0,0.9995793104171753
1281,1000,2,2750,0,0.9995604753494263
1281,1100,1,2929,100,0.9992531538009644
1281,1100,2,4262,0,0.9991657137870789
1281,1200,1,4820,100,0.9923622012138367
1281,1200,2,3822,100,0.9915942549705505
1281,1300,1,1377,600,0.9922050833702087
1281,1300,2,3594,400,0.9905695915222168
1302,0,1,6251,200,0.9939847588539124
1302,0,2,1273,700,0.9921661019325256
1302,100,1,1244,600,0.992047131061554
1302,100,2,1304,0,0.9871152639389038
1302,200,1,1304,100,0.9901624321937561
1302,200,2,6506,500,0.9794591665267944
1302,300,1,3591,1000,0.9817100167274475
1302,300,2,3592,1000,0.9817099571228027
1302,400,1,2965,2300,0.9923055768013
1302,400,2,1563,200,0.9904025793075562
1302,500,1,2544,1900,0.9990270137786865
1302,500,2,3859,300,0.9986315965652466
1302,600,1,1347,1100,0.9993170499801636
1302,600,2,3824,800,0.9989539980888367
1302,700,1,1306,0,0.9998320937156677
1302,700,2,1399,400,0.9989398717880249
1302,800,1,3599,500,0.998713493347168
1302,800,2,3592,1300,0.9986608624458313
1302,900,1,1495,900,0.9988787174224854
1302,900,2,1495,800,0.99875807762146
1302,1000,1,1495,700,0.9969911575317383
1302,1000,2,3061,400,0.9963604211807251
1302,1100,1,1347,800,0.992236316204071
1302,1100,2,1495,600,0.9879287481307983
1302,1200,1,1399,1000,0.9921733140945435
1302,1200,2,1347,700,0.9915322065353394
1302,1300,1,3771,0,0.9968155026435852
1302,1300,2,1253,300,0.9966080188751221
1302,1400,1,1377,200,0.9984472990036011
1302,1400,2,1631,700,0.9971401691436768
1304,0,1,1302,100,0.9871152639389038
1304,0,2,1244,600,0.9837183356285095
1304,100,1,1302,200,0.9901624321937561
1304,100,2,2259,300,0.9816362261772156
1305,0,1,2956,400,0.9950532913208008
1305,0,2,1377,800,0.994282066822052
1306,0,1,1302,700,0.9998320937156677
1306,0,2,1399,400,0.9993115067481995
1312,0,1,1203,0,0.9990933537483215
1312,0,2,1211,0,0.9988439083099365
1312,100,1,1347,100,0.9992446899414062
1312,100,2,1410,100,0.9991890788078308
1312,200,1,7003,0,0.9973950386047363
1312,200,2,2965,2100,0.996830940246582
1312,300,1,1377,200,0.997761070728302
1312,300,2,1302,1400,0.996574342250824
1312,400,1,2961,700,0.9934576749801636
1312,400,2,2960,700,0.9934574365615845
1312,500,1,1484,200,0.996405303478241
1312,500,2,1211,900,0.9963932037353516
1312,600,1,1316,200,0.9996663928031921
1312,600,2,1203,1100,0.9988681674003601
1312,700,1,3060,800,0.9980152249336243
1312,700,2,3059,800,0.9980151653289795
1312,800,1,3681,0,0.994420051574707
1312,800,2,3682,0,0.9944198727607727
1312,900,1,6251,100,0.9974485635757446
1312,900,2,1171,800,0.9949876666069031
1312,1000,1,1421,1000,0.9947230219841003
1312,1000,2,319,0,0.9946027398109436
1312,1100,1,1471,900,0.9989023804664612
1312,1100,2,1940,100,0.9983639717102051
1312,1200,1,2119,1200,0.9995907545089722
1312,1200,2,1471,1300,0.9995096921920776
1312,1300,1,3681,1300,0.998881459236145
1312,1300,2,3682,1300,0.998881459236145
1314,0,1,1312,100,0.9990048408508301
1314,0,2,1410,100,0.9987151622772217
1316,0,1,1377,300,0.9934274554252625
1316,0,2,1312,400,0.9913710355758667
1316,100,1,2861,0,0.9978395104408264
1316,100,2,6671,400,0.9973347187042236
1316,200,1,1312,600,0.9996663928031921
1316,200,2,2670,300,0.9987508058547974
1316,300,1,1388,1000,0.9990918636322021
1316,300,2,3823,1600,0.9978176951408386
132,0,1,133,0,1.000000238418579
132,0,2,181,0,0.9995161890983582
132,100,1,5587,1000,0.9989198446273804
132,100,2,7382,0,0.9987971186637878
1321,0,1,4599,0,0.999668300151825
1321,0,2,7185,0,0.9996681213378906
1321,100,1,3674,100,0.9988712668418884
1321,100,2,3673,100,0.9988711476325989
1321,200,1,3681,1200,0.9975471496582031
1321,200,2,3682,1200,0.9975468516349792
1321,300,1,1573,1000,0.9969743490219116
1321,300,2,1263,200,0.9968822598457336
1321,400,1,749,0,0.9993890523910522
1321,400,2,1843,1400,0.9993409514427185
1321,500,1,671,0,0.9996703267097473
1321,500,2,2861,1000,0.9995321035385132
1321,600,1,2139,1500,0.9993780851364136
1321,600,2,1399,1200,0.9993334412574768
1321,700,1,1281,500,0.9992789626121521
1321,700,2,1843,700,0.9990812540054321
1321,800,1,1244,200,0.9996654391288757
1321,800,2,6870,200,0.9994530081748962
1321,900,1,4871,0,0.9996649026870728
1321,900,2,5825,400,0.9996365308761597
1321,1000,1,1507,300,0.9995700120925903
1321,1000,2,1321,1200,0.9995443820953369
1321,1100,1,1399,1200,0.9992839097976685
1321,1100,2,741,0,0.999282717704773
1321,1200,1,1321,1000,0.9995443820953369
1321,1200,2,1507,300,0.9995009899139404
1321,1300,1,1193,300,0.9994562864303589
1321,1300,2,1253,100,0.9993677139282227
133,0,1,132,0,1.000000238418579
133,0,2,181,0,0.9995162487030029
1347,0,1,1203,0,0.9994780421257019
1347,0,2,1312,0,0.9986576437950134
1347,100,1,1312,100,0.9992446899414062
1347,100,2,1410,100,0.9983614087104797
1347,200,1,1347,300,0.9988954067230225
1347,200,2,1211,300,0.998220682144165
1347,300,1,1347,200,0.9988954067230225
1347,300,2,6025,200,0.9987707138061523
1347,400,1,1507,600,0.9988767504692078
1347,400,2,2965,400,0.9988125562667847
1347,500,1,2091,0,0.999104917049408
1347,500,2,5825,100,0.9989649057388306
1347,600,1,1171,500,0.9989935159683228
1347,600,2,1867,1600,0.9979174733161926
1347,700,1,3619,200,0.9967600107192993
1347,700,2,1484,100,0.994185745716095
1347,800,1,1507,1200,0.9931387305259705
1347,800,2,1388,700,0.992737889289856
1347,900,1,2356,200,0.9992918372154236
1347,900,2,2576,0,0.9989511966705322
1347,1000,1,2050,0,0.999133825302124
1347,1000,2,1507,300,0.9989323019981384
1347,1100,1,1302,600,0.9993170499801636
1347,1100,2,1263,900,0.9990915060043335
1347,1200,1,3246,600,0.9983484148979187
1347,1200,2,2861,600,0.9970492124557495
1347,1300,1,1366,800,0.9981254935264587
1347,1300,2,2956,2000,0.99696284532547
1366,0,1,1484,100,0.9988701343536377
1366,0,2,1263,0,0.9979957938194275
1366,100,1,1246,0,0.9990494251251221
1366,100,2,3677,1800,0.9976670742034912
1366,200,1,1244,200,0.9996663928031921
1366,200,2,3257,1500,0.999646008014679
1366,300,1,1546,600,0.9994016885757446
1366,300,2,1321,800,0.9993101954460144
1366,400,1,5716,0,0.9992532730102539
1366,400,2,1273,300,0.9992117881774902
1366,500,1,1244,300,0.9996089935302734
1366,500,2,2176,100,0.9994723796844482
1366,600,1,1388,1000,0.9982379674911499
1366,600,2,3673,100,0.9978381991386414
1366,700,1,3674,0,0.997192919254303
1366,700,2,3673,0,0.997192919254303
1366,800,1,1347,1300,0.9981254935264587
1366,800,2,1867,700,0.9977741837501526
1366,900,1,1374,0,0.9998140931129456
1366,900,2,1250,0,0.9980922341346741
1366,1000,1,1193,200,0.9995418190956116
1366,1000,2,2670,100,0.9993074536323547
1366,1100,1,1375,0,0.9962807297706604
1366,1100,2,3678,1200,0.9954593181610107
1366,1200,1,1377,200,0.9948378801345825
1366,1200,2,1302,1400,0.9946610927581787
1374,0,1,1366,900,0.9998140931129456
1374,0,2,1250,0,0.9978342056274414
1375,0,1,1253,200,0.9965508580207825
1375,0,2,1316,300,0.9964059591293335
1377,0,1,684,0,0.9997186064720154
1377,0,2,4859,0,0.9996471405029297
1377,100,1,1273,500,0.9989814758300781
1377,100,2,6097,900,0.9980524778366089
1377,200,1,1302,1400,0.9984472990036011
1377,200,2,1312,300,0.997761070728302
1377,300,1,1316,0,0.9934274554252625
1377,300,2,1421,900,0.9931527972221375
1377,400,1,1984,3000,0.993565022945404
1377,400,2,7419,0,0.9934279322624207
1377,500,1,1495,1200,0.9990720152854919
1377,500,2,6944,0,0.9988914728164673
1377,600,1,1281,1300,0.9922050833702087
1377,600,2,2303,800,0.990382730960846
1377,700,1,1281,1200,0.989574134349823
1377,700,2,4820,100,0.9890785813331604
1377,800,1,3133,300,0.9951319694519043
1377,800,2,3059,500,0.9949254393577576
1377,900,1,1321,1100,0.9990788698196411
1377,900,2,1832,1100,0.998854398727417
1377,1000,1,1377,500,0.9983685612678528
1377,1000,2,4770,0,0.9979073405265808
1377,1100,1,1273,1300,0.9974330067634583
1377,1100,2,1388,1500,0.996864378452301
1377,1200,1,3680,1300,0.9965595006942749
1377,1200,2,3679,1300,0.9965595006942749
1385,0,1,3250,500,0.9990234375
1385,0,2,3249,500,0.9990233182907104
1388,0,1,1507,100,0.9977445602416992
1388,0,2,1434,0,0.9974873661994934
1388,100,1,2119,100,0.9988896250724792
1388,100,2,2922,1600,0.9987409114837646
